,q1AgeBeginCoding,q2Age,q3Gender,q4Education,q5DegreeFocus,q6LearnCodeUni,q6LearnCodeSelfTaught,q6LearnCodeAccelTrain,q8JobLevel,q9CurrentRole,q10Industry,q12JobCritPrefTechStack,q12JobCritCompMission,q12JobCritCompCulture,q12JobCritWorkLifeBal,q12JobCritCompensation,q12JobCritProximity,q12JobCritPerks,q12JobCritSmartPeopleTeam,q12JobCritImpactwithProduct,q12JobCritInterestProblems,q12JobCritFundingandValuation,q12JobCritStability,q12JobCritProfGrowth
17869,3,4,1,5,2,1,0,0,4,9,12,0,0,0,1,0,0,0,0,0,1,0,0,1
17873,4,4,0,7,2,0,1,0,5,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
17874,3,4,0,5,1,1,0,0,5,4,14,0,0,0,0,0,0,0,1,1,1,0,0,0
17879,3,3,1,5,1,1,0,0,4,4,14,0,0,0,0,1,0,0,1,0,0,0,0,1
17880,3,4,0,5,2,1,1,0,5,3,14,0,0,0,0,1,0,0,0,0,1,0,0,1
17883,3,3,1,6,2,1,0,0,10,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1
17885,3,5,0,7,1,1,0,0,7,11,0,0,0,0,0,1,0,0,1,0,1,0,0,0
17887,3,3,1,5,1,1,0,0,4,9,14,0,1,1,0,0,0,1,0,0,0,0,0,0
17888,3,3,0,5,1,0,1,0,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0,1
17890,3,4,0,7,1,1,1,0,5,9,2,0,0,1,0,1,0,0,1,0,0,0,1,1
17893,3,3,1,5,1,1,0,0,10,9,14,0,0,1,0,0,0,0,0,0,1,0,0,1
17896,4,4,0,7,1,0,1,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17900,2,4,0,6,2,1,1,0,7,11,8,0,0,0,0,0,0,0,1,0,1,0,0,1
17902,4,3,0,7,2,0,1,0,4,5,14,1,1,0,0,0,0,0,0,0,0,0,0,1
17904,2,4,0,5,2,1,1,0,5,1,10,0,0,0,1,1,0,0,1,0,0,0,0,0
17905,3,3,0,5,1,0,1,0,4,4,14,1,1,0,0,0,0,0,1,1,1,0,0,1
17906,2,4,0,5,2,1,0,0,4,3,14,1,0,0,0,1,0,0,0,0,0,0,0,1
17908,3,3,1,5,1,0,1,0,4,4,14,0,0,0,1,1,0,0,0,0,0,0,0,1
17913,4,4,0,5,1,1,0,0,5,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0
17918,3,3,1,5,1,1,0,0,4,1,14,0,0,1,1,0,0,0,0,0,1,0,0,0
17919,2,3,0,5,1,1,1,1,4,9,10,0,0,0,0,0,0,0,1,0,1,0,0,1
17923,4,4,0,5,1,0,1,0,5,7,14,0,0,0,1,0,0,0,1,0,0,0,0,1
17924,4,7,0,7,2,0,0,1,5,19,14,0,0,1,0,1,1,0,0,0,0,0,0,0
17925,3,3,1,6,1,1,0,0,4,9,14,0,0,1,0,0,0,1,0,0,1,0,0,0
17930,3,3,1,7,1,1,1,0,4,9,3,0,1,0,1,0,0,0,0,0,1,0,0,1
17931,4,4,0,5,1,1,0,0,5,9,14,0,0,0,1,0,0,0,1,0,1,0,0,0
17935,3,3,1,6,1,0,1,0,4,2,14,0,0,0,1,1,1,0,0,0,0,0,0,0
17940,4,4,0,5,2,0,1,0,5,11,3,0,0,0,1,0,0,0,0,0,1,0,0,1
17942,4,5,0,5,1,1,1,1,5,14,14,1,0,0,0,1,1,0,0,0,0,0,0,0
17943,3,3,0,5,1,1,0,0,4,8,3,0,1,1,1,0,0,0,0,0,0,0,0,0
17944,4,3,0,5,1,1,1,0,5,3,14,1,0,1,1,1,1,1,1,1,1,0,0,0
17945,3,3,0,5,1,1,0,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
17947,2,3,0,5,1,0,1,0,4,9,8,1,0,1,0,0,0,0,0,0,0,0,1,0
17948,3,3,0,5,1,1,1,0,4,9,12,0,0,1,0,0,0,0,1,0,1,0,1,1
17949,3,3,0,5,1,1,0,0,2,9,14,1,0,0,1,1,0,0,0,0,0,0,0,0
17950,3,3,1,5,1,1,0,0,4,14,14,0,0,1,0,1,0,0,0,0,0,0,0,1
17953,3,4,0,7,1,1,0,0,5,6,14,0,0,0,1,0,0,0,1,0,0,0,0,1
17956,4,4,0,5,1,1,1,0,6,3,14,0,0,1,1,0,0,0,0,0,0,0,0,1
17962,3,4,0,5,2,1,1,0,5,9,14,0,0,1,1,1,0,0,0,0,0,0,0,0
17966,2,4,0,5,1,0,1,0,4,1,8,1,0,0,1,0,0,0,0,0,0,0,0,1
17967,2,4,0,5,1,1,0,0,5,9,14,0,0,0,0,0,0,0,1,1,1,0,0,0
17971,3,3,0,6,1,1,1,0,2,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
17975,3,3,0,5,1,1,1,0,4,9,3,0,0,0,1,0,0,1,1,0,1,0,1,1
17977,3,3,0,5,2,0,1,0,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0,1
17981,3,3,0,5,1,0,1,0,2,9,5,0,0,1,0,1,1,0,0,0,0,0,0,0
17983,2,3,0,5,1,1,0,0,5,9,13,1,0,0,1,0,0,0,0,0,1,0,0,0
17985,4,4,1,7,1,0,1,1,5,1,15,1,0,0,0,1,0,0,0,0,0,0,0,1
17987,3,3,0,5,1,0,1,0,4,9,0,0,1,1,1,0,0,1,0,0,1,0,0,1
17988,3,3,1,5,1,0,1,0,4,9,14,0,0,1,0,0,0,0,0,0,1,0,0,1
17993,4,4,1,5,1,1,0,0,2,19,14,0,1,1,1,0,0,0,1,0,1,0,0,1
17994,4,4,0,6,1,0,1,0,5,1,14,1,0,1,1,1,0,0,0,0,0,0,0,0
17996,3,4,1,7,1,0,1,0,5,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
18000,3,3,0,5,1,0,1,0,4,1,14,1,0,0,0,0,0,0,1,0,1,0,0,0
18004,2,4,0,7,1,1,0,0,5,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0
18006,4,3,0,5,2,0,1,1,4,9,14,0,1,1,1,0,0,0,0,0,0,0,0,1
18015,3,3,0,3,1,0,1,0,5,6,5,0,1,0,1,0,0,1,1,1,1,0,1,1
18018,3,5,0,5,1,1,1,1,7,11,9,0,0,1,1,0,1,0,0,0,1,0,0,0
18022,3,3,0,5,1,0,1,0,5,16,14,0,0,0,0,0,0,0,0,0,0,0,0,1
18024,3,3,0,5,1,1,1,0,4,9,5,0,0,1,0,0,0,0,1,0,1,0,0,1
18026,3,3,0,5,1,1,0,0,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0
18028,3,3,0,5,1,0,1,0,5,9,8,0,0,1,0,1,0,0,0,0,0,0,0,1
18029,3,3,0,5,1,1,0,0,4,10,14,0,0,0,1,1,0,0,0,0,0,0,0,1
18030,3,3,0,5,1,1,0,0,4,5,8,0,0,1,0,0,0,0,0,0,0,1,0,1
18031,3,3,0,5,1,1,1,0,2,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0
18034,3,4,0,5,1,0,1,0,5,9,14,1,1,1,1,1,1,1,1,1,1,1,1,1
18037,2,4,1,5,1,1,0,0,5,9,14,0,0,0,1,0,0,0,0,1,1,0,0,0
18038,3,3,0,5,1,0,1,0,4,9,14,1,0,0,1,0,0,0,0,0,0,0,0,1
18039,3,3,0,5,1,1,1,0,2,9,5,1,0,1,1,1,0,0,0,0,0,0,0,0
18043,3,2,0,2,1,0,1,0,5,1,14,0,0,0,1,0,0,1,1,0,0,0,0,1
18044,2,4,0,5,1,0,0,1,4,9,14,0,0,0,0,1,0,0,0,0,1,0,0,1
18047,4,5,0,7,1,1,1,0,5,8,16,0,0,0,1,0,0,0,1,1,0,0,0,0
18048,4,4,0,5,1,1,1,0,6,8,3,0,0,0,1,1,0,0,1,0,0,0,0,0
18051,4,4,0,6,2,1,1,0,4,9,5,0,0,1,1,1,0,0,0,0,0,0,0,0
18052,3,3,1,5,1,1,0,0,5,4,14,1,0,0,0,0,0,0,1,0,1,0,0,0
18055,4,4,0,5,1,0,1,0,5,3,14,1,1,1,1,1,0,0,1,1,1,0,0,0
18060,3,4,0,5,1,1,1,0,5,9,14,1,0,1,1,1,0,0,0,0,0,0,0,1
18061,3,3,0,5,1,1,1,0,4,16,5,1,0,0,1,0,0,0,0,0,1,0,0,0
18062,5,4,0,5,2,0,1,0,5,10,5,0,0,0,0,0,0,1,0,0,0,0,1,1
18063,3,3,0,5,1,1,1,0,5,4,11,0,1,0,0,0,0,0,0,0,1,0,0,1
18064,3,3,0,5,1,1,1,0,5,4,14,1,0,0,0,1,0,1,0,0,0,0,0,0
18065,4,4,0,7,1,1,1,0,5,9,14,1,1,1,1,1,0,1,1,1,1,0,0,1
18070,4,5,0,7,1,1,0,0,5,9,14,0,1,1,0,0,0,0,0,0,0,0,0,1
18071,4,3,0,5,2,0,1,0,5,4,14,0,1,0,0,1,0,0,0,0,0,0,0,1
18072,4,4,0,3,2,0,0,1,4,9,14,0,0,1,1,0,0,0,0,0,1,0,0,1
18076,3,3,0,5,1,1,1,1,2,19,14,1,0,1,1,1,1,0,1,0,0,0,1,1
18079,3,3,0,5,1,0,1,0,2,9,14,0,0,1,1,1,0,0,0,0,0,0,0,0
18080,4,4,0,5,1,0,1,0,5,8,14,1,0,0,1,0,0,0,0,1,0,0,0,0
18081,4,5,1,7,1,1,0,0,5,3,14,0,0,1,1,1,1,1,1,1,1,0,1,1
18084,2,3,0,5,1,1,1,0,2,9,14,0,0,0,1,1,0,0,0,0,0,0,1,0
18085,3,3,0,5,2,1,0,0,2,9,14,1,0,0,0,0,0,0,0,0,1,0,0,1
18090,3,3,0,5,1,0,1,0,2,4,8,1,0,0,1,1,0,0,0,0,0,0,0,0
18092,3,3,0,5,1,1,1,0,4,4,8,0,0,0,0,0,0,0,1,0,1,0,0,1
18093,3,4,1,5,1,1,1,0,4,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0
18096,4,5,0,6,1,1,1,0,6,11,10,0,0,1,1,1,0,0,0,0,0,0,0,0
18097,3,3,0,5,2,0,1,0,10,17,4,0,1,0,0,0,0,0,0,1,1,0,0,0
18098,4,4,0,7,1,1,1,0,5,6,14,0,0,1,1,1,1,1,1,1,1,0,1,1
18099,4,3,0,5,2,0,1,0,2,19,0,0,0,0,0,0,0,0,1,0,1,0,0,1
18101,3,4,0,5,1,1,0,0,5,3,5,0,0,1,1,1,0,0,0,0,1,0,0,1
18102,3,3,0,5,1,1,1,0,4,9,14,0,0,0,1,1,0,0,0,1,1,0,0,1
18104,2,3,0,5,1,1,0,0,4,7,14,1,0,0,1,1,0,0,0,0,0,0,0,0
18105,2,3,0,7,1,1,1,0,4,9,5,1,0,0,1,1,0,0,1,0,0,0,0,1
18106,3,3,0,5,2,1,1,0,4,9,14,0,1,0,1,0,0,0,0,0,0,0,0,1
18108,3,3,0,5,1,0,1,0,2,9,8,0,1,0,0,0,0,0,0,0,1,0,0,1
18109,3,4,0,7,1,1,0,0,5,6,4,0,0,1,1,0,0,0,1,0,0,0,0,0
18111,4,4,1,5,1,0,1,0,5,3,14,0,0,0,1,1,0,0,0,0,0,0,1,0
18114,3,4,0,7,1,1,1,0,5,4,14,0,0,1,1,1,0,1,1,0,1,1,0,0
18119,3,4,0,5,1,0,1,0,5,2,14,0,0,1,1,0,1,1,0,0,1,0,0,1
18120,3,4,0,2,2,1,1,0,5,9,14,1,0,0,1,1,1,1,0,0,1,0,0,1
18121,4,3,0,5,2,0,1,0,5,4,14,0,1,0,0,0,0,0,1,0,1,0,0,0
18123,3,4,1,5,1,1,1,0,5,9,14,0,0,0,1,1,0,0,1,0,1,0,0,1
18124,4,3,0,5,1,0,1,0,4,4,13,1,1,0,1,1,0,0,1,0,1,0,0,1
18127,3,4,0,7,1,0,1,0,5,6,14,0,0,0,0,0,0,0,0,0,1,0,0,0
18128,3,3,0,3,1,0,1,1,4,4,10,1,1,1,1,1,0,1,0,0,0,1,1,1
18129,4,3,1,5,2,0,1,0,2,9,14,0,1,1,1,0,0,0,1,0,0,1,0,1
18130,3,3,0,5,1,1,0,0,4,9,5,0,0,1,1,1,0,0,0,0,1,0,0,1
18131,4,4,0,5,1,1,1,0,5,9,14,0,1,1,1,0,0,0,0,0,1,0,0,1
18134,3,4,0,5,1,1,0,0,6,4,12,0,0,0,0,1,0,1,0,0,0,0,1,1
18136,3,3,0,5,1,1,1,0,5,4,5,1,0,1,0,1,0,0,0,0,0,0,0,0
18138,3,3,0,5,1,0,1,0,4,4,10,0,1,0,0,0,0,0,0,0,0,0,0,0
18140,3,3,0,5,1,1,1,0,4,1,5,0,0,0,1,0,0,0,1,0,0,0,0,1
18141,2,3,0,7,1,0,1,0,4,9,14,0,0,1,1,1,0,0,0,0,0,0,0,0
18142,3,4,1,1,1,0,1,0,5,3,12,0,0,0,0,0,0,0,1,0,0,0,0,0
18143,3,5,0,7,2,1,0,0,6,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
18144,4,3,0,5,1,1,0,1,4,3,8,0,0,1,0,0,0,0,1,0,0,0,0,1
18146,4,3,0,5,1,0,1,1,4,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1
18147,3,3,0,5,1,1,1,0,4,9,3,1,0,1,1,1,0,0,0,0,1,0,0,1
18155,4,4,0,7,1,1,1,0,4,9,14,0,1,0,0,1,0,0,0,0,1,0,0,1
18156,2,4,0,5,1,1,0,0,5,9,8,0,0,0,1,1,0,1,0,0,0,0,0,0
18157,3,3,0,5,1,0,1,0,4,10,8,1,1,1,1,0,0,1,1,0,1,0,0,0
18159,3,3,0,5,2,0,1,0,4,14,14,0,0,0,1,1,0,1,0,0,0,0,0,0
18163,4,4,0,7,1,1,1,0,5,3,5,0,1,1,1,1,0,1,1,0,0,0,1,1
18164,2,3,0,5,1,1,0,0,4,2,10,1,1,1,1,1,0,0,1,0,1,0,0,1
18165,3,3,0,5,1,1,1,0,4,4,5,1,0,1,0,1,1,0,1,0,0,0,0,1
18166,3,3,0,5,1,0,1,0,4,9,3,0,0,0,1,0,0,0,1,0,0,0,1,0
18169,3,3,0,5,2,0,1,0,4,4,5,0,0,1,1,1,0,0,0,0,0,0,0,0
18170,3,5,0,5,1,1,1,0,6,9,14,0,1,1,0,1,0,0,0,0,0,0,0,0
18172,3,3,1,7,1,1,1,0,4,9,14,1,0,1,1,1,0,1,1,0,1,1,0,1
18175,2,4,0,7,1,1,1,1,5,4,5,1,0,1,1,1,0,0,0,1,1,0,0,1
18176,3,3,0,5,1,1,1,0,4,9,11,1,0,0,1,0,0,0,1,0,0,0,0,0
18179,4,4,1,5,1,0,1,0,4,9,8,0,0,1,1,0,0,0,1,0,1,0,0,0
18180,3,4,1,5,1,1,1,0,5,2,14,1,0,1,1,0,0,0,0,0,0,0,0,0
18181,4,3,0,5,2,1,1,0,4,9,14,0,0,0,1,1,0,0,0,0,1,0,0,0
18184,4,4,0,5,2,0,1,0,5,4,14,1,0,0,1,0,0,0,0,0,0,0,0,1
18186,4,4,0,5,1,0,1,0,4,10,14,0,0,0,1,0,0,0,1,0,0,0,0,1
18190,3,4,0,7,2,1,0,0,5,7,14,0,0,0,0,1,0,0,0,0,1,0,0,1
18191,3,3,0,5,1,1,1,0,4,3,14,1,0,0,1,0,0,1,0,0,0,0,0,1
18192,3,3,0,5,1,1,1,0,5,7,14,1,0,0,0,0,0,0,1,0,0,0,0,1
18193,3,3,0,5,1,1,1,0,4,9,14,1,1,1,1,1,0,1,1,1,1,0,1,1
18196,2,3,0,5,1,1,1,0,4,9,14,0,0,0,1,0,0,0,0,1,1,0,0,0
18200,4,4,0,7,1,1,1,0,5,4,5,0,0,1,0,1,0,0,0,0,1,0,0,0
18201,4,4,0,7,1,0,1,0,5,4,14,0,0,1,1,0,0,0,0,0,0,0,0,1
18202,3,3,0,5,1,1,1,0,5,9,16,1,0,1,1,1,1,0,1,0,1,0,0,1
18205,3,3,0,5,2,1,1,0,5,9,2,0,0,1,1,1,0,1,1,0,1,0,0,1
18206,3,3,1,5,1,0,1,0,4,4,14,1,0,0,1,1,1,1,0,0,0,0,0,1
18211,5,4,0,5,1,0,1,0,5,5,12,0,0,0,1,1,0,0,0,0,0,0,0,1
18212,4,3,0,5,1,1,1,0,4,4,14,0,0,0,0,0,0,0,1,0,0,0,1,1
18213,3,3,0,5,1,0,1,0,4,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
18214,3,3,0,5,1,1,1,0,4,4,14,0,0,0,0,0,0,0,0,1,1,0,0,1
18219,3,4,0,7,2,1,1,0,5,9,8,0,0,0,1,0,0,0,0,0,1,0,0,1
18220,3,3,0,7,1,1,1,1,5,9,10,1,0,1,1,1,0,1,1,1,1,1,0,1
18221,3,3,0,5,1,0,1,0,5,12,14,1,0,0,1,0,0,0,0,0,0,0,0,1
18222,3,3,1,5,2,1,1,1,4,9,14,0,0,1,1,0,0,0,1,1,1,1,1,1
18223,4,3,0,5,2,1,1,0,4,9,14,0,0,0,1,1,0,0,0,0,1,0,0,1
18224,3,3,0,5,1,1,1,0,5,9,13,1,1,1,1,1,0,1,1,1,1,0,0,1
18225,2,4,1,5,1,1,0,0,5,10,14,1,0,0,1,1,0,0,0,0,0,0,0,0
18227,3,3,0,5,1,1,0,0,2,9,0,1,0,1,1,0,0,0,1,1,1,0,1,1
18229,3,3,0,5,1,0,1,0,4,1,14,1,0,0,1,0,0,0,1,1,1,0,1,1
18231,4,4,0,5,2,0,0,1,4,2,14,0,0,1,0,0,0,0,1,0,0,0,0,1
18232,3,3,0,5,1,0,1,0,2,16,14,0,0,1,1,0,0,0,0,0,0,0,0,1
18234,3,4,1,7,2,0,1,0,7,4,15,0,0,0,1,0,0,0,0,0,1,0,0,1
18235,4,3,0,5,1,0,1,0,4,9,14,0,0,0,0,0,0,1,1,1,0,0,0,0
18237,3,3,0,7,1,1,1,0,4,9,14,0,1,0,1,0,0,0,0,0,0,0,0,1
18238,4,4,0,5,1,1,0,0,5,9,12,0,0,1,0,1,0,0,0,1,0,0,0,0
18240,4,4,0,5,2,0,1,0,5,4,14,0,0,1,1,1,0,1,1,0,1,0,0,1
18241,4,4,0,5,1,0,1,0,5,9,14,1,0,0,1,1,0,0,0,0,0,0,0,0
18243,2,3,0,5,1,0,1,0,5,3,14,1,0,0,0,0,0,0,1,0,0,0,0,0
18247,3,3,0,5,1,1,0,0,4,3,8,0,1,1,1,1,0,1,1,1,1,0,0,1
18248,4,3,0,5,1,1,1,0,4,6,14,0,0,0,1,0,0,0,1,0,1,0,0,0
18249,3,3,0,5,2,1,0,0,5,4,14,1,0,1,0,0,0,0,0,0,0,0,0,1
18252,4,4,0,5,1,1,0,0,5,1,14,1,0,1,1,1,0,1,1,0,1,0,0,1
18254,3,3,0,5,1,1,1,0,4,9,20,0,0,1,1,0,0,1,1,0,0,0,0,1
18255,3,4,0,5,2,0,1,0,5,9,14,1,0,1,0,0,0,0,0,0,1,0,0,0
18257,3,3,0,5,1,1,0,0,4,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0
18258,3,3,0,6,1,0,1,0,2,19,14,0,0,0,0,1,0,0,0,0,1,0,0,1
18259,3,3,0,5,1,1,1,0,4,4,14,0,0,1,0,0,0,1,0,0,0,0,0,1
18262,3,3,0,5,1,1,0,0,4,4,8,0,0,1,0,1,0,0,0,0,0,0,0,1
18263,3,3,1,7,1,1,1,0,4,9,14,1,0,1,1,1,1,0,1,1,1,0,0,0
18268,6,4,0,5,2,0,1,0,4,9,14,0,0,0,1,1,0,0,0,0,1,0,1,1
18269,2,3,0,5,1,1,1,0,2,4,14,0,0,0,1,1,0,0,0,0,1,0,0,0
18271,3,4,0,5,1,1,1,0,5,4,12,1,0,0,0,0,0,0,1,0,0,0,0,1
18273,3,3,0,5,1,1,0,0,2,9,14,1,0,0,0,1,0,0,0,0,1,0,0,0
18274,4,4,0,7,1,1,1,0,5,4,8,1,0,0,1,1,0,0,1,0,1,1,0,0
18276,3,4,1,5,1,1,0,0,5,3,14,1,0,0,0,1,0,0,1,0,0,0,0,0
18277,3,3,0,5,2,1,1,0,4,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0
18280,3,4,0,5,1,0,1,0,5,3,14,1,0,0,0,0,0,0,1,0,0,0,0,1
18281,3,4,0,5,1,1,0,0,5,3,10,1,0,0,1,1,0,0,1,0,0,0,0,1
18284,4,3,0,5,1,1,1,0,4,6,8,1,1,0,0,0,0,0,1,0,1,0,0,1
18285,4,4,1,5,2,0,0,0,5,4,14,0,0,1,0,1,0,0,0,0,1,0,0,0
18289,3,3,0,7,2,1,1,0,5,5,14,0,0,0,0,0,0,0,0,0,1,0,0,1
18298,3,3,1,5,1,1,1,0,4,3,7,0,0,0,0,0,0,0,1,0,1,0,0,1
18299,3,3,0,5,1,0,1,0,4,9,14,1,1,0,0,0,0,0,0,0,1,0,0,0
18301,4,5,0,7,1,0,1,0,6,11,14,0,0,1,1,1,0,0,0,0,1,0,0,1
18302,1,3,0,5,1,1,1,0,4,9,14,1,0,1,1,1,0,1,1,1,1,0,1,1
18304,4,4,0,5,1,0,1,0,5,14,12,1,0,1,1,0,0,0,0,0,0,0,0,1
18305,3,4,0,5,1,1,1,0,5,3,14,1,0,1,0,0,0,0,0,0,1,0,0,0
18306,3,4,0,5,2,0,1,1,5,2,8,1,0,0,1,1,1,0,1,0,1,0,0,1
18309,5,5,0,7,1,1,0,0,7,4,8,1,1,0,0,0,0,0,1,1,1,0,0,1
18311,2,3,0,3,1,0,1,0,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0,1
18312,3,4,1,5,2,1,1,0,4,4,14,0,1,1,1,1,1,1,1,0,1,0,0,1
18314,3,3,0,5,1,1,1,0,4,4,3,1,0,1,1,0,0,0,0,0,1,0,0,1
18315,3,3,0,5,1,1,0,0,4,4,8,1,0,1,1,0,0,1,1,1,1,0,0,0
18316,4,5,0,7,2,0,1,0,7,11,14,0,0,1,0,1,1,0,1,0,0,0,1,0
18318,3,3,0,5,1,1,1,0,2,13,16,1,0,1,1,1,0,0,1,0,0,0,0,1
18319,3,4,0,5,2,1,0,0,5,2,12,1,0,1,1,1,0,0,0,0,1,0,1,1
18322,3,3,0,7,1,1,1,0,5,9,14,0,0,0,0,0,0,0,1,0,1,0,0,1
18323,4,4,0,7,1,1,0,0,6,3,5,1,0,0,1,1,0,0,0,0,0,0,0,0
18324,2,3,0,3,1,0,1,0,4,3,4,1,1,1,1,1,1,0,0,1,0,0,0,0
18326,3,3,0,5,1,1,1,0,4,17,3,1,0,1,1,1,0,1,1,1,1,1,1,1
18327,3,4,0,5,1,1,0,0,4,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
18328,4,3,1,7,1,1,1,0,4,9,14,0,0,1,1,0,0,0,0,0,0,0,0,1
18332,4,4,0,5,1,1,0,0,5,4,14,1,0,0,1,0,0,0,1,0,0,0,0,0
18334,3,3,0,5,1,1,1,0,4,9,14,0,0,0,0,0,0,0,0,1,1,0,0,1
18335,4,3,0,5,2,0,0,1,4,3,14,1,0,0,0,0,0,0,0,0,1,0,0,1
18337,3,3,0,5,2,0,1,0,4,2,5,0,0,1,1,0,0,0,1,0,1,0,0,1
18339,3,4,0,7,1,1,1,0,5,3,2,0,0,0,1,0,0,0,1,0,0,0,0,1
18340,4,4,0,5,2,1,1,0,5,9,14,1,0,0,0,0,0,0,0,0,1,0,0,1
18345,4,4,0,7,2,0,1,0,5,4,14,0,1,1,0,0,0,0,1,0,0,0,0,0
18346,3,3,0,5,1,1,1,0,5,3,5,0,0,0,0,1,0,0,0,0,0,0,1,1
18348,2,4,1,5,1,1,0,0,5,7,6,0,0,0,1,0,0,0,1,0,0,0,0,1
18350,3,4,0,5,1,1,0,0,6,10,14,0,0,1,1,1,0,0,0,0,0,0,0,0
18351,3,3,1,5,1,1,0,0,4,3,14,1,0,0,0,0,0,0,0,0,1,0,0,1
18354,3,3,0,5,1,1,1,0,4,4,14,1,0,1,0,0,0,0,0,0,0,0,0,1
18355,3,3,0,5,1,0,1,0,2,9,12,0,0,0,0,0,0,0,1,1,1,0,0,1
18357,3,4,0,5,1,1,1,0,7,11,14,0,0,0,0,0,0,0,0,0,0,0,0,1
18358,3,4,0,5,1,1,1,0,5,2,14,1,0,1,1,0,0,0,1,0,1,0,0,1
18359,4,4,0,7,2,1,1,0,5,9,3,0,0,0,1,0,0,0,1,0,0,0,0,1
18363,3,3,0,6,1,1,1,0,4,4,4,0,0,1,1,0,0,0,1,0,0,0,0,0
18366,4,3,0,5,1,1,0,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
18367,3,3,0,5,1,0,1,0,2,10,14,0,0,0,1,0,0,0,1,0,0,0,0,1
18369,3,3,0,5,1,0,1,0,4,3,8,1,0,0,1,1,0,0,0,0,0,0,0,0
18371,4,4,1,5,2,1,0,0,5,9,1,0,0,1,1,0,0,0,1,0,0,0,1,0
18374,3,4,0,7,1,1,1,0,5,4,14,0,0,0,1,0,0,0,1,1,0,0,0,0
18375,3,4,0,5,2,1,1,0,5,3,14,0,0,1,0,1,0,0,1,0,0,0,0,0
18376,3,4,0,5,2,1,1,0,4,9,2,0,0,0,0,0,0,0,0,0,0,1,1,1
18377,4,4,0,5,1,0,1,0,5,9,14,0,0,1,0,1,0,0,1,0,0,0,0,1
18378,3,3,1,5,2,0,1,0,4,3,14,1,0,1,1,0,0,0,1,1,1,0,0,1
18379,3,4,0,5,1,1,1,0,4,1,14,0,0,0,0,0,0,0,0,0,1,0,1,1
18383,5,4,0,7,1,0,1,0,5,3,5,0,0,0,1,1,0,0,1,0,0,0,0,0
18386,3,3,0,7,1,1,1,0,4,9,14,0,1,1,1,0,0,0,0,0,0,0,0,0
18390,3,3,0,5,1,1,1,0,4,9,12,0,0,0,1,0,0,0,0,0,0,0,1,1
18391,4,4,0,5,2,0,1,0,5,4,5,1,0,0,0,1,0,0,0,0,0,0,0,1
18392,3,4,1,5,1,1,1,0,6,9,10,0,0,0,0,0,0,1,1,0,1,0,0,1
18395,4,3,0,5,2,0,1,0,4,9,14,0,0,0,0,1,0,0,0,1,0,0,0,1
18397,4,3,0,5,2,0,0,1,4,10,3,0,0,0,0,0,0,0,1,1,0,0,0,1
18399,4,4,0,7,1,1,1,0,5,7,12,0,0,0,1,0,0,0,0,1,0,0,0,1
18402,3,4,0,5,1,1,1,0,5,7,14,0,1,1,0,1,0,0,1,0,1,0,0,0
18403,4,4,1,7,2,1,0,0,4,9,1,0,0,0,1,0,0,0,0,0,1,0,1,1
18404,2,3,0,5,1,1,1,0,4,9,8,0,0,1,1,1,0,0,1,0,1,0,0,1
18407,3,4,0,5,1,1,0,0,4,5,5,1,0,0,1,0,0,0,0,0,0,0,0,1
18408,3,3,0,5,1,1,1,0,2,4,14,1,0,1,1,1,0,0,0,0,0,0,1,1
18409,4,4,0,7,1,1,0,0,5,3,14,0,0,0,0,0,0,0,1,0,1,0,0,1
18410,4,4,1,7,1,1,0,0,5,4,20,0,0,0,1,1,0,0,1,1,1,0,0,0
18411,3,3,0,3,1,1,1,0,4,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
18414,3,4,0,7,1,1,0,0,5,9,12,1,1,0,0,0,0,0,0,0,0,0,0,1
18415,3,3,0,7,1,1,1,0,5,9,14,1,0,0,1,0,0,0,1,0,0,0,0,0
18420,3,4,0,7,1,1,1,0,5,9,14,0,0,1,1,1,0,0,0,0,0,0,0,0
18422,3,3,0,5,1,0,1,0,4,3,14,1,0,0,0,0,0,0,0,0,1,0,0,1
18425,3,3,0,5,2,0,1,1,4,2,14,1,0,0,0,1,0,0,0,0,0,0,0,1
18426,4,4,0,5,1,0,0,1,5,4,5,1,0,0,0,1,0,0,0,0,0,0,0,1
